,summary,Hazard,Mitigation,Adaptation,Causes,Impacts,word
Finance,2.070518424435112,-0.29341610220062614,1.7656898263872276,0.44433859142678045,-0.08932111513965633,-0.019980301904148436,Finance
bloomberg finance,2.070518424435112,-0.29341610220062614,1.7656898263872276,0.44433859142678045,-0.08932111513965633,-0.019980301904148436,bloomberg finance
+10408,2.0634439440895527,-0.28999348408224207,1.748777059434041,0.4477612095451647,-0.08589849702127213,-0.016557683785764405,+10408
finance +10408,2.0634439440895527,-0.28999348408224207,1.748777059434041,0.4477612095451647,-0.08589849702127213,-0.016557683785764405,finance +10408
+10408 char+s,2.0603685276879773,-0.28850194343010144,1.7412977919511579,0.4492527501973052,-0.08440695636913159,-0.015066143133623743,+10408 char+s
Mercury,3.3013395048984897,-0.03837264266903335,-0.08059969619030344,-0.02219068275376559,0.03436373275569357,0.0675280094720215,Mercury
dips,3.4161655626652125,-0.03341610457636396,-0.11479014107619434,-0.056381127639656275,0.03356943985313885,0.06492380582702748,dips
mercury dips,3.4161655626652125,-0.03341610457636396,-0.11479014107619434,-0.056381127639656275,0.03356943985313885,0.06492380582702748,mercury dips
9.9,6.286290594547123,0.03612001098507172,-0.7246425656582032,-0.6662335522216654,0.017288874242394368,0.01967174132463584,9.9
dips 9.9,3.563543801152332,-0.027491162538539914,-0.15702689899625472,-0.09861788555971673,0.03257598413285913,0.06172479986956481,dips 9.9
deg,5.575022224792271,0.024215069200972543,-0.6045677033500412,-0.546158689913503,0.021385288521031956,0.02899972709245957,deg
9.9 deg,3.6548994846070464,-0.024041013922438046,-0.18233999153406277,-0.12393097809752476,0.03197436518961918,0.05981703636721154,9.9 deg
deg celsius,3.7628099944650515,-0.020164869929277573,-0.21143741673855446,-0.1530284033020166,0.03127726177673863,0.05763271044428203,deg celsius
Delhi,10.535503604145125,0.07392022193101172,-1.2410222485719558,-1.1826132351354177,0.004454058669407999,-0.013858518780959174,Delhi
celsius delhi,4.205469970092251,-0.006179636217621081,-0.3226574512696267,-0.2642484378330889,0.028561839671301395,0.04936742790364878,celsius delhi
delhi start,4.734116544975617,0.007396498324370953,-0.4410665290012602,-0.38265751556472244,0.025592475173754046,0.04071154796841391,delhi start
start cold,6.825148237808944,0.04241310703181009,-0.806885460162618,-0.7484764467260802,0.016057176202099434,0.014895217725678726,start cold
wave delhi,4.205469970092251,-0.006179636217621081,-0.3226574512696267,-0.2642484378330889,0.028561839671301395,0.04936742790364878,wave delhi
experienced,6.694596767438639,0.04623439614707496,-0.7875721479199514,-0.7291631344834136,0.009944057130252211,0.009885253058200778,experienced
delhi experienced,5.178722725804392,0.02444324410181542,-0.5308298473379712,-0.4724208339014333,0.014391383679632752,0.02576146434940463,delhi experienced
experienced its,6.908829528556852,0.043428151938605664,-0.8190716348812285,-0.7606626214446905,0.01573326437423337,0.01405956090630576,experienced its
its first,8.016886212359697,0.05515881725283755,-0.9678214931677818,-0.9094124797312438,0.011763295732555327,0.003989283846727491,its first
first cold,11.199059187471974,0.0776880331927677,-1.3021011731561638,-1.243692159719626,0.0028278695223689686,-0.01772940832936206,first cold
wave the,10.205113877539002,0.080511924764927,-1.20916035469604,-1.1507513412595023,-0.0057213169378322005,-0.02242265634679458,wave the
season temperatur+es,3.7864476551638973,-0.013887329952059983,-0.2176996849094752,-0.1592906714729373,0.02501499360581786,0.05137044227336118,season temperatur+es
dropped,4.38210648161811,0.0017310441917552885,-0.36380094015594683,-0.3053919267194089,0.024050775040996508,0.04302823767142805,dropped
temperatur+es dropped,3.4804553616683465,-0.02730120940446056,-0.13343453578223335,-0.07502552234569548,0.029306412766938267,0.05988803387087325,temperatur+es dropped
significantly,7.063776251290392,0.07540609384467568,-0.8412511877961012,-0.7828421743595634,-0.022811670467302432,-0.023778877949914453,significantly
dropped significantly,3.351883622233846,-0.03334673565124515,-0.09579386261511803,-0.03738484917858012,0.030944664203437607,0.06346830048269864,dropped significantly
significantly with,3.175460228747454,-0.04216087587419435,-0.041723975278034564,0.016685038158503352,0.03305983531459138,0.06843088313413877,significantly with
Aya,4.40219298671428,0.00038308207455118676,-0.3683742223345712,-0.30996520889803325,0.026087493848926575,0.04473746052933382,Aya
with aya,3.1291224021080826,-0.04459150645669635,-0.027023982026387672,0.031385031410150234,0.03359250391977821,0.06974942959012201,with aya
Nagar,4.411137601998419,0.0005208837227309092,-0.3704040153316983,-0.3119950018951605,0.026147420468772466,0.044694000463182344,Nagar
aya nagar,4.411137601998419,0.0005208837227309092,-0.3704040153316983,-0.3119950018951605,0.026147420468772466,0.044694000463182344,aya nagar
nagar recording,3.0493006831410505,-0.04890650709896644,-0.001183679615607104,0.05722533382093075,0.034489813886420015,0.07204038856679258,nagar recording
recording 9.9,3.563543801152332,-0.027491162538539914,-0.15702689899625472,-0.09861788555971673,0.03257598413285913,0.06172479986956481,recording 9.9
9.9 degrees,4.323416895908906,-0.0017206330999121678,-0.3503174372504321,-0.29190842381389415,0.026538751459826305,0.04606259213654428,9.9 degrees
the india,7.985571780540776,0.056822488337083935,-0.9639077854357133,-0.9054987719991755,0.009446310145561397,0.0019293985396990516,the india
Meteorological,7.867008494204162,0.05536716528840846,-0.9489492745744673,-0.8905402611379294,0.01025317455282228,0.0033219946936468804,Meteorological
india meteorological,7.867008494204162,0.05536716528840846,-0.9489492745744673,-0.8905402611379294,0.01025317455282228,0.0033219946936468804,india meteorological
Department,8.147325230140266,0.057467305443521965,-0.9839610802669412,-0.9255520668304031,0.009962433432472237,0.001598572836609933,Department
meteorological department,8.147325230140266,0.057467305443521965,-0.9839610802669412,-0.9255520668304031,0.009962433432472237,0.001598572836609933,meteorological department
predicts,4.263204688797618,-0.004550537566576222,-0.3362925513323649,-0.2778835378958271,0.028223772975134336,0.048363186134014545,predicts
department predict+s,4.263204688797618,-0.004550537566576222,-0.3362925513323649,-0.2778835378958271,0.028223772975134336,0.048363186134014545,department predict+s
these,8.640264248792963,0.07161135150181651,-1.0427045662012902,-0.9842955527647524,-0.004079927548010692,-0.014266514942845678,these
predict+s these,5.109603061339154,0.015506962262439344,-0.5173931219018393,-0.4589841084653014,0.023642073782780833,0.03520953030123492,predict+s these
these cold,6.825148237808944,0.04241310703181009,-0.806885460162618,-0.7484764467260802,0.016057176202099434,0.014895217725678726,these cold
persist,3.817907088246954,-0.012569736657575875,-0.22597378932005252,-0.16756477588351462,0.024538085161983275,0.050487788496285164,persist
conditions persist,3.817907088246954,-0.012569736657575875,-0.22597378932005252,-0.16756477588351462,0.024538085161983275,0.050487788496285164,conditions persist
persist isolated,3.5380066061139908,-0.02468282669481169,-0.14983486242663532,-0.09142584899009742,0.02854371529695744,0.05828957119348241,persist isolated
isolated area+s,3.3811471283912002,-0.031945219656025516,-0.10448643851612209,-0.04607742507958418,0.030579405960862324,0.0626516231960016,isolated area+s
until,4.251846567867828,0.009646582543910974,-0.3336247746334891,-0.27521576119695135,0.011558219001127872,0.03266720643530444,until
area+s until,3.298070223154286,-0.03596656665163032,-0.07960891606106066,-0.02119990262452272,0.031605246558487864,0.0649740807345775,area+s until
November,13.263362996404393,0.10865945528435095,-1.4712769717420133,-1.4128679583054755,-0.02993622146982493,-0.055496293497607735,November
until november,4.263511323745407,0.0057440470978040205,-0.3363644746724809,-0.277955461235943,0.016413225513841927,0.037140584244968806,until november
new delhi,3.6306851807698797,-0.024939884620732544,-0.17569278499977448,-0.11728377156323673,0.03213279083914931,0.06031733364024572,new delhi
delhi delhi,3.6306851807698797,-0.024939884620732544,-0.17569278499977448,-0.11728377156323673,0.03213279083914931,0.06031733364024572,delhi delhi
delhi recorded,4.054731031082779,-0.010630030448345236,-0.28615575468020865,-0.22774674124367078,0.02946150053104526,0.05206549723111074,delhi recorded
recorded its,4.635775028118878,0.005080983120313978,-0.42007479664904535,-0.3616657832125073,0.026124172404074567,0.0422353788607728,recorded its
season monday,3.7864476551638973,-0.013887329952059983,-0.2176996849094752,-0.1592906714729373,0.02501499360581786,0.05137044227336118,season monday
monday with,3.579976373519367,-0.02280409575796637,-0.1616276003172161,-0.10321858688067817,0.027975282811897952,0.05712409854860354,monday with
with temperatur+es,6.012424746450998,0.0337617535402326,-0.6800995186727458,-0.6216905052362077,0.016488829474281406,0.020894632114559428,with temperatur+es
plunging,6.757221737012303,0.042543888065828823,-0.7968832194300367,-0.7384742059934988,0.015147065016935182,0.014457504842573523,plunging
temperatur+es plunging,3.2854976322839256,-0.03658692628349415,-0.07578952620126685,-0.01738051276472888,0.03175756655125975,0.06532674275078998,temperatur+es plunging
plunging 9.9,3.1563314398365216,-0.04315794731819287,-0.03568181593111078,0.022727197505427087,0.03328081128660344,0.06897427117445612,plunging 9.9
celsius the,5.870285142025875,0.037685353739192504,-0.656174608316525,-0.5977655948799871,0.009747347386405533,0.015537499470786625,celsius the
the aya,3.198146609487898,-0.043110572962528786,-0.048842856980474914,0.009566156456062838,0.035093219912554645,0.06995875077971325,the aya
station.The,3.314324406924921,-0.03779606481676601,-0.0845252035539937,-0.02611619011745576,0.03427300052762067,0.0672283415470829,station.The
nagar station.the,3.314324406924921,-0.03779606481676601,-0.0845252035539937,-0.02611619011745576,0.03427300052762067,0.0672283415470829,nagar station.the
station.the weather,3.503512064191561,-0.02984875074340497,-0.14003731179290937,-0.08162829835637149,0.03297718674475521,0.06300920685196779,station.the weather
department,3.6801395488411015,-0.02311567067397263,-0.1892220718445756,-0.13081305840803767,0.03181001529392488,0.05929957036667125,department
weather department,3.6801395488411015,-0.02311567067397263,-0.1892220718445756,-0.13081305840803767,0.03181001529392488,0.05929957036667125,weather department
department has,4.054731031082779,-0.010630030448345236,-0.28615575468020865,-0.22774674124367078,0.02946150053104526,0.05206549723111074,department has
predicted that,5.27318705182599,0.018720630433509522,-0.5489063329326146,-0.4904973194960766,0.02282958341949265,0.03295557724670883,predicted that
that cold,6.825148237808944,0.04241310703181009,-0.806885460162618,-0.7484764467260802,0.016057176202099434,0.014895217725678726,that cold
+1480,4.3837362732411735,0.010019686535325058,-0.3641727906870185,-0.3057637772504808,0.014492663701734309,0.03392646254377324,+1480
wave +1480,4.3837362732411735,0.010019686535325058,-0.3641727906870185,-0.3057637772504808,0.014492663701734309,0.03392646254377324,wave +1480
+1480 char+s,4.046489684797494,-0.003242901220299924,-0.2841211602857855,-0.22571214684924754,0.02083910229682173,0.043985661601240074,+1480 char+s
NEWS,4.022216428447149,-0.012701773908776023,-0.2781045005551323,-0.2196954871185945,0.03241841021190856,0.05177983006983159,NEWS
Push,4.123636968134259,-0.011362238251781722,-0.30300693271650075,-0.24459791927996277,0.03626146675544213,0.04850496212491726,Push
will push,4.123636968134259,-0.011362238251781722,-0.30300693271650075,-0.24459791927996277,0.03626146675544213,0.04850496212491726,will push
Wind,4.165002045645244,-0.01095472370754791,-0.31298816627198484,-0.254579152835447,0.038087292592328695,0.04709972029136711,Wind
push wind,4.165002045645244,-0.01095472370754791,-0.31298816627198484,-0.254579152835447,0.038087292592328695,0.04709972029136711,push wind
Chills,4.214883700194809,-0.010317096163722079,-0.32489339868778355,-0.26648438525124557,0.039843720847695226,0.04555918570232685,Chills
wind chills,5.938875315672946,0.022879130270946738,-0.6677911741535021,-0.6093821607169642,0.03914652241160727,0.018324750867884477,wind chills
Into,5.924929289121632,0.02632825608153348,-0.6654401521264977,-0.6070311386899598,0.02953241171446153,0.021610155478472174,Into
chills into,4.302724183175971,-0.008959074031998419,-0.3455197525766254,-0.28711073914008745,0.042157085964194,0.04312680853909238,chills into
20s,6.050603495098783,0.027269744195942445,-0.6864294178259018,-0.6280204043893639,0.03161687083486927,0.01929614774320982,20s
the 20s,6.050603495098783,0.027269744195942445,-0.6864294178259018,-0.6280204043893639,0.03161687083486927,0.01929614774320982,the 20s
Disney,10.736565942537059,0.07117190925566051,-1.2599266928107495,-1.2015176793742117,0.03524031959967966,-0.04710725429277368,Disney
20s disney,6.392139656697306,0.031625742483734676,-0.7413404563970662,-0.6829314429605283,0.031694008050105645,0.014987961244889958,20s disney
World,11.146589156382664,0.07733385732263694,-1.2974049453523906,-1.2389959319158526,0.022669294840841292,-0.04464682337342316,World
disney world,11.146589156382664,0.07733385732263694,-1.2974049453523906,-1.2389959319158526,0.022669294840841292,-0.04464682337342316,disney world
world this,5.238031025931162,0.008997022991620203,-0.5422170688099663,-0.48380805537342836,0.04666082480953237,0.025806818754026517,world this
bringing,6.810164923133438,0.02957608354150493,-0.8046877371577381,-0.7462787237212001,0.04982311042327952,0.004176928246992786,bringing
front bringing,4.394063965697791,-0.018559668329892923,-0.3665259308681779,-0.30811691743163994,0.07184464589782669,0.03157332236261411,front bringing
wind,4.736130582114258,-0.0004703506296601038,-0.441491868940541,-0.3830828555040031,0.04609304209653056,0.034066593995277415,wind
bringing wind,3.928138253804391,-0.024721024881964575,-0.2544369863718445,-0.19602797293530666,0.0557832738957724,0.04611845681841861,bringing wind
chills,3.7607852336130394,-0.028325262098992245,-0.21089917382688428,-0.15249016039034646,0.05167941000907978,0.05106273403403997,chills
chills the,3.5428079540426265,-0.028297144211759384,-0.15119101958163947,-0.09278200614510154,0.03271403379386717,0.062165630537839286,chills the
here,3.157743010373042,-0.048052927201684505,-0.03612893468815688,0.02228007874838108,0.042847013749311824,0.0685271524174102,here
world her+e,3.157743010373042,-0.048052927201684505,-0.03612893468815688,0.02228007874838108,0.042847013749311824,0.0685271524174102,world her+e
what,5.440043305051631,0.05410361097696849,-0.5800584208255793,-0.5216494073890413,-0.015362185311139072,-0.00940235755915579,what
her+e what,4.288948068493574,0.014235087778060554,-0.34231289689477373,-0.2839038834582357,0.009709827991703175,0.024657134292711543,her+e what
what you,3.057744573011438,-0.052488697150275335,-0.003948976055044286,0.05446003738149357,0.04216459711735765,0.07146229943149374,what you
need,3.0291465778948083,-0.05382749080282779,0.005447678110113491,0.06385669154665125,0.04200560107955661,0.07230804756531928,need
you need,3.0291465778948083,-0.05382749080282779,0.005447678110113491,0.06385669154665125,0.04200560107955661,0.07230804756531928,you need
know,2.9775023386425046,-0.056327814836875406,0.022643792812721445,0.0810528062492594,0.041757978973459266,0.0738438048704538,know
need know,2.9775023386425046,-0.056327814836875406,0.022643792812721445,0.0810528062492594,0.041757978973459266,0.0738438048704538,need know
post new+s,2.8915672580651837,-0.06073431076635749,0.05192994153847593,0.11033895497501375,0.04145538637016487,0.07642694539672401,post new+s
week first,2.7243675895785806,-0.09463379299764886,0.11149227653576678,0.16990128997230466,0.09803601151182022,0.06250109794197488,week first
first appeared,2.7454842030226327,-0.0960004012314628,0.10377114654844986,0.16218015998498753,0.10400049016728152,0.05974846826048645,first appeared
appeared the,2.7531221960531975,-0.07908507447117571,0.10099298881580959,0.1594020022523475,0.06644317411445047,0.07239469034468193,appeared the
disney,2.8157878665551936,-0.10282637964322744,0.07848649651876163,0.13689550995529953,0.12820050698448068,0.04891990048193489,disney
the disney,4.232018221604574,-0.031070283192396842,-0.3289503997208675,-0.2705413862843295,0.0920499905014274,0.027707937875816706,the disney
food,2.8577238374471965,-0.1087425408212246,0.06370315356423069,0.12211216700076832,0.14599966059849043,0.041093330465420456,food
disney food,2.8577238374471965,-0.1087425408212246,0.06370315356423069,0.12211216700076832,0.14599966059849043,0.041093330465420456,disney food
blog,2.896024955908577,-0.115385041167233,0.050389508639932794,0.10879852207647077,0.16434049143824572,0.03301879594122598,blog
food blog,2.896024955908577,-0.115385041167233,0.050389508639932794,0.10879852207647077,0.16434049143824572,0.03301879594122598,food blog
holidays,3.029175388327822,-0.14604830267601487,0.005438167082744894,0.06384718051928284,0.23825332013518374,-0.0006965101264337773,holidays
the holiday+s,3.029175388327822,-0.14604830267601487,0.005438167082744894,0.06384718051928284,0.23825332013518374,-0.0006965101264337773,the holiday+s
holiday+s disney,3.0147667302182035,-0.12220082540161183,0.010206143057270245,0.06861515649380796,0.1911797340994265,0.019107134633012383,holiday+s disney
world can,2.9897410206535486,-0.09026223858488508,0.018541832012771924,0.07695084544930998,0.12190282237967728,0.04609267283549745,world can
SUCH,3.0016667211441646,-0.07998239056487728,0.01456089238912718,0.07296990582566493,0.1003987309774877,0.05340609100263602,SUCH
can such,3.0016667211441646,-0.07998239056487728,0.01456089238912718,0.07296990582566493,0.1003987309774877,0.05340609100263602,can such
such magical,3.022924258003559,-0.07146766739305156,0.007503940256545232,0.06591295369308314,0.08338198801830152,0.0587039523142775,such magical
time,5.913650807966032,-0.10632971079960639,1.336976353862287,-0.6051257607687422,0.009877668273378857,-0.12271355787538372,time
magical time,3.056672594961678,-0.06287350547732136,-0.0035983365643802003,0.05481067687215784,0.0671506707133649,0.06326203289082565,magical time
time but,3.0942132534872684,-0.05585155495461843,-0.015805074128088657,0.04260393930844945,0.05466359297933709,0.06637874538396644,time but
don,3.1192258109763777,-0.05192682522743221,-0.023856233024594945,0.03455278041194287,0.04798829021155317,0.06788850647615274,don
but don,3.1192258109763777,-0.05192682522743221,-0.023856233024594945,0.03455278041194287,0.04798829021155317,0.06788850647615274,but don
don get,3.162151116026748,-0.04604517026006021,-0.03752392842710017,0.020885085009437847,0.03837266469207772,0.06985612685142098,don get
caught,3.198146609487898,-0.043110572962528786,-0.048842856980474914,0.009566156456062838,0.035093219912554645,0.06995875077971325,caught
get caught,3.198146609487898,-0.043110572962528786,-0.048842856980474914,0.009566156456062838,0.035093219912554645,0.06995875077971325,get caught
off,6.455484956423131,0.048893086305574575,-0.7512015497815228,-0.6927925363449847,0.003850059567910826,0.00565283922382086,off
caught off,3.2763724217445613,-0.039493289242012175,-0.07300824088272044,-0.014599227446182693,0.034538851869806014,0.068108028069336,caught off
guard,3.3276640238287993,-0.03720811987802462,-0.08854196298634068,-0.03013294954980263,0.03418003361390986,0.06692188855628317,guard
off guard,3.3276640238287993,-0.03720811987802462,-0.08854196298634068,-0.03013294954980263,0.03418003361390986,0.06692188855628317,off guard
chilly,8.584346018885517,0.06790338787621067,-1.0362117137669735,-0.9778027003304356,0.00022621710467001654,-0.009871769798618273,chilly
guard chilly,3.466845075297921,-0.03132594462259457,-0.12951637968521645,-0.07110736624867842,0.03322456886395538,0.06380618996789024,guard chilly
chilly temperatur+es,4.574066383204234,0.004177512840604506,-0.40667400815952714,-0.34826499472298933,0.025779444938367924,0.042560931419799296,chilly temperatur+es
Blizzard,4.101653017852998,-0.009212992051946355,-0.2976614670451032,-0.23925245360856529,0.02917877602934829,0.051213513880813424,Blizzard
Beach,12.678409045918482,0.1258990289705599,-1.4261718710743072,-1.3677628576377694,-0.05610283258164851,-0.07907443511891231,Beach
blizzard beach,4.734116544975617,0.007396498324370953,-0.4410665290012602,-0.38265751556472244,0.025592475173754046,0.04071154796841391,blizzard beach
beach cold,6.825148237808944,0.04241310703181009,-0.806885460162618,-0.7484764467260802,0.016057176202099434,0.014895217725678726,beach cold
moving into,4.008920290242244,-0.023247790558914516,-0.2747933502613302,-0.21638433682479238,0.058058753570786305,0.04369115449287584,moving into
Central,7.951540682044186,0.07267661905261552,-0.9596371058756535,-0.9012280924391157,-0.005443511306923639,-0.024642246386585614,Central
into central,3.822649497736585,-0.026905087763492243,-0.22721516749591544,-0.16880615405937763,0.053103506329651634,0.04924641032042223,into central
central florida,6.768017978705238,0.06335961586200031,-0.7984796782304531,-0.7400706647939151,-0.006096434877651574,-0.01619484130070906,central florida
florida and,5.174218218367191,0.013830844273726764,-0.5299596583268028,-0.4715506448902648,0.03115118343369766,0.03181071279363587,florida and
and the,6.980260302946042,0.05254970702574181,-0.8293576082665859,-0.770948594830048,0.008045091459953586,-2.690840306777275e-06,and the
area…,3.17693275984401,-0.04724391989337786,-0.04218758989557341,0.016221423540964505,0.043001030866332474,0.06796726851659975,area…
world area…,3.17693275984401,-0.04724391989337786,-0.04218758989557341,0.016221423540964505,0.043001030866332474,0.06796726851659975,world area…
+2441,3.113170993650647,-0.049983810550916635,-0.02191321834807924,0.036495795088458544,0.042518199694467525,0.06983152115266851,+2441
area… +2441,3.113170993650647,-0.049983810550916635,-0.02191321834807924,0.036495795088458544,0.042518199694467525,0.06983152115266851,area… +2441
+2441 chars,3.0652217214825015,-0.05214392411703409,-0.006391306072290294,0.0520177073642477,0.04220877848072915,0.07124168062300108,+2441 chars
Warming,3.1065854167508338,-0.09404684785752639,-0.019795585782980137,0.03861342765355785,0.1428730579995834,0.03515417421403891,Warming
warming u.s,3.23264386536053,-0.11355958624316329,-0.05957173608749404,-0.0011627226509560676,0.19540523670008153,0.011498701132092393,warming u.s
climate,3.405737039261971,-0.15177925443937879,-0.11173277361284886,-0.053323760176310825,0.2811971662804898,-0.029548954100793577,climate
linked,3.2883304589345053,-0.09191790704975315,-0.07665137618779515,-0.018242362751257186,0.15624375168877735,0.0253299636718586,linked
climate linked,3.2883304589345053,-0.09191790704975315,-0.07665137618779515,-0.018242362751257186,0.15624375168877735,0.0253299636718586,climate linked
linked rising,3.3149892751663845,-0.06360251561855504,-0.08472578789064643,-0.02631677445410865,0.0963905178917534,0.04642921654039544,linked rising
deaths,3.369985233003148,-0.049845918850158516,-0.10117976195847454,-0.04277074852193663,0.06943946208111107,0.0542840895841494,deaths
rising deaths,3.369985233003148,-0.049845918850158516,-0.10117976195847454,-0.04277074852193663,0.06943946208111107,0.0542840895841494,rising deaths
deaths from,3.4492929352239554,-0.037608678638934315,-0.12444066322898649,-0.06603164979244859,0.04726884559452128,0.05968749852717003,deaths from
heat,7.151730493977088,0.04626021884918318,-0.8536257540537184,-0.7952167406171806,0.014813485211582185,0.011698750603076406,heat
from heat,3.522811840849456,-0.0290826877117228,-0.1455308886495002,-0.08712187521296239,0.03284768907409247,0.0625935449706174,from heat
Record-breaking,5.27318705182599,0.018720630433509522,-0.5489063329326146,-0.4904973194960766,0.02282958341949265,0.03295557724670883,Record-breaking
heat record-breaking,3.6306851807698797,-0.024939884620732544,-0.17569278499977448,-0.11728377156323673,0.03213279083914931,0.06031733364024572,heat record-breaking
record-breaking heat,5.712874121945053,0.026555693125333592,-0.6289936453843826,-0.5705846319478448,0.02074807780393876,0.027273989507417763,record-breaking heat
heat and,6.974403527392602,0.044209120627949926,-0.8285182077667195,-0.7701091943301815,0.015481998192624944,0.013412870257103738,heat and
severe,17.3357359237319,0.1028730592481215,-1.7390414307942157,-1.6806324173576779,-0.016871023190958342,-0.03863972910288574,severe
and sever+e,7.754649645426442,0.05263767223502078,-0.9345640172152099,-0.8761550037786723,0.012652883640384855,0.0062197282129345735,and sever+e
sever+e cold,19.362787546006803,0.10597428676047022,-1.849624455799994,-1.7912154423634559,-0.011341440680825642,-0.05034275789416782,sever+e cold
cold spells,8.743151063401866,0.0985844713009204,-1.0545420577628213,-0.9961330443262836,-0.03883374421696171,-0.048088937083661715,cold spells
spells are,6.959716682103902,0.059416103181324155,-0.8264101664255058,-0.7680011529889678,-0.0034675300607883703,-0.004629488537208944,spells are
having,6.432231814433663,0.04877841564623981,-0.747592971530445,-0.6891839580939071,0.003705585924924506,0.005674061994684087,having
are having,6.432231814433663,0.04877841564623981,-0.747592971530445,-0.6891839580939071,0.003705585924924506,0.005674061994684087,are having
significant,9.38287498240583,0.07347481227530729,-1.125157616880762,-1.0667486034442242,-0.0014556750638352685,-0.015045007762172583,significant
having significant,5.683429820395115,0.03320730687254844,-0.6238262916149069,-0.565417278178369,0.012360654559062169,0.01950581162719422,having significant
significant impact,5.101011394342567,0.02001440077565973,-0.5157102321871024,-0.4573012187505647,0.01819797844996759,0.030102088749833996,significant impact
health,5.859051631636796,0.007801028621585695,-0.6542591523891411,-0.5958501389526032,-0.0056555869840474735,0.11193534564402341,health
impact health,4.780870698800585,0.012068302729147813,-0.450894083978009,-0.39248507054147114,0.021166377868250857,0.03602463021923703,impact health
health and,8.604770028238047,0.06034159090353345,-1.0385881034438043,-0.9801790900072663,0.009868550635404682,-0.0007156951978813803,health and
mortality,4.521074443629803,0.00511787712974802,-0.395021073865523,-0.33661206042898506,0.023479612211889336,0.040944590133304405,mortality
and mortality,4.521074443629803,0.00511787712974802,-0.395021073865523,-0.33661206042898506,0.023479612211889336,0.040944590133304405,and mortality
mortality the,4.289698383680754,-0.0015450006690383977,-0.3424878231359416,-0.2840788096994037,0.025482121149536987,0.04544899485597032,mortality the
United,4.230017198034409,-0.003347466603876518,-0.3284774582810764,-0.2700684448445385,0.025991286809924234,0.04663380428975266,United
the united,4.230017198034409,-0.003347466603876518,-0.3284774582810764,-0.2700684448445385,0.025991286809924234,0.04663380428975266,the united
united state+s,4.13554029291563,-0.006278897156199793,-0.30588938278306804,-0.24748036934653017,0.026791975106347603,0.04853129181122358,united state+s
say,4.040457763210218,-0.009332673739236665,-0.282629392781505,-0.224220379344967,0.0275918590238064,0.05047032802958212,say
state+s say,4.040457763210218,-0.009332673739236665,-0.282629392781505,-0.224220379344967,0.0275918590238064,0.05047032802958212,state+s say
researchers,4.054731031082779,-0.010630030448345236,-0.28615575468020865,-0.22774674124367078,0.02946150053104526,0.05206549723111074,researchers
say researchers,4.054731031082779,-0.010630030448345236,-0.28615575468020865,-0.22774674124367078,0.02946150053104526,0.05206549723111074,say researchers
researchers the,4.289698383680754,-0.0015450006690383977,-0.3424878231359416,-0.2840788096994037,0.025482121149536987,0.04544899485597032,researchers the
Yale,4.309475102904663,-0.003273341590030467,-0.3470875103321481,-0.28867849689561004,0.027955375581569783,0.04756951358242256,Yale
the yale,4.309475102904663,-0.003273341590030467,-0.3470875103321481,-0.28867849689561004,0.027955375581569783,0.04756951358242256,the yale
School,5.233429163439091,0.02750371009776454,-0.5413381345056564,-0.4829291210691185,0.011732743382128612,0.0227334164401938,School
yale school,4.393048408551022,-0.001027868072516618,-0.3662947839093049,-0.30788577047276705,0.02747622114446702,0.04616037581396476,yale school
Public,4.590331813014802,0.00398122034486162,-0.41022371137877606,-0.3518146979422382,0.026372942399601675,0.04295207323561841,Public
school public,4.590331813014802,0.00398122034486162,-0.41022371137877606,-0.3518146979422382,0.026372942399601675,0.04295207323561841,school public
Health,6.673886111095462,0.04425885913994849,-0.7844737151209016,-0.7260647016843638,0.01211950895786767,0.012100910498386444,Health
public health,4.760426754854781,0.008001564759447962,-0.44660871810785163,-0.3881997046713138,0.02545174373840837,0.04030999608939429,public health
YSPH,5.001678899600807,0.013285991700032739,-0.4960450354947812,-0.4376360220582432,0.024190170522735845,0.03674230416195889,YSPH
health ysph,5.001678899600807,0.013285991700032739,-0.4960450354947812,-0.4376360220582432,0.024190170522735845,0.03674230416195889,health ysph
study,2.6975691793448595,-0.0702940777371978,0.12137753695109313,0.17978655038763106,0.03818410231326883,0.0825588539883457,study
new study,2.6975691793448595,-0.0702940777371978,0.12137753695109313,0.17978655038763106,0.03818410231326883,0.0825588539883457,new study
+3769,2.6725320796019583,-0.07199523529137232,0.13070223306012405,0.18911124649666194,0.038433551842427485,0.08334219698700002,+3769
study +3769,2.6725320796019583,-0.07199523529137232,0.13070223306012405,0.18911124649666194,0.038433551842427485,0.08334219698700002,study +3769
+3769 char+s,2.6585037425711477,-0.07296060735398026,0.13596513876126162,0.19437415219779944,0.0385726605798459,0.0837835708763531,+3769 char+s
Quietly,2.6926993430644632,-0.04789598165417775,0.12318443676883171,0.18159345020536954,0.013907474298953188,0.059821811471836,Quietly
world quietly,2.6926993430644632,-0.04789598165417775,0.12318443676883171,0.18159345020536954,0.013907474298953188,0.059821811471836,world quietly
Rolls,2.710498441811127,-0.04652496114545202,0.1165960556513081,0.17500506908784588,0.013501719643611214,0.059049707459638515,Rolls
quietly rolls,2.710498441811127,-0.04652496114545202,0.1165960556513081,0.17500506908784588,0.013501719643611214,0.059049707459638515,quietly rolls
Out,2.7245902932725237,-0.04545472455181002,0.1114105347793228,0.1698195482158607,0.013185846034809611,0.05844590747823653,Out
